"custAge","profession","marital","schooling","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","pmonths","pastEmail","responded","profit","id"
39,"entrepreneur","married","high.school","no","no","no","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,999,0,"no",NA,178
42,"blue-collar","married","basic.4y","no","yes","no","cellular","may","tue",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,999,0,"no",NA,179
NA,"self-employed","divorced","university.degree","no","no","no","telephone","may",NA,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,180
45,"technician","single","professional.course","no","yes","yes","cellular","mar","thu",2,999,0,"nonexistent",-1.8,92.843,-50,1.538,5099.1,999,0,"no",NA,181
NA,"admin.","single","high.school","no","no","yes","telephone","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,999,0,"no",NA,182
50,"blue-collar","married",NA,"unknown","no","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,183
40,"self-employed","married","high.school","unknown","no","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,999,0,"no",NA,184
NA,"admin.","divorced","university.degree","unknown","yes","no","cellular","nov","wed",2,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,999,2,"no",NA,185
46,"admin.","single",NA,"no","yes","no","cellular","nov","mon",2,999,2,"failure",-1.1,94.767,-50.8,1.048,4963.6,999,0,"no",NA,186
NA,"admin.","single","university.degree","no","yes","no","cellular","jul","thu",4,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,999,0,"no",NA,187
42,"admin.","single","university.degree","no","no","no","cellular","jul","tue",4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,999,0,"no",NA,188
36,"services","single",NA,"no","no","no","cellular","aug","fri",6,999,0,"nonexistent",-1.7,94.027,-38.3,0.898,4991.6,999,0,"yes",167,189
NA,"management","divorced","high.school","no","no","yes","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,999,0,"yes",500,190
NA,"blue-collar","married",NA,"no","no","no","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,999,0,"no",NA,191
NA,"blue-collar","married",NA,"unknown","yes","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,999,0,"no",NA,192
32,"admin.","married","university.degree","no","no","no","telephone","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,999,0,"no",NA,193
38,"management","married","professional.course","no","yes","yes","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,999,0,"no",NA,194
42,"admin.","divorced",NA,"no","yes","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,195
31,"admin.","married","university.degree","no","no","no","cellular","aug","mon",9,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,999,0,"no",NA,196
NA,"services","married","high.school","no","yes","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,999,0,"no",NA,197
39,"management","married","high.school","no","yes","yes","telephone","may","tue",10,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,999,0,"no",NA,198
52,"retired","married","university.degree","no","no","no","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,999,0,"no",NA,199
36,"management","married",NA,"no","yes","no","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,999,0,"no",NA,200
32,"blue-collar","married","basic.9y","no","yes","yes","cellular","aug","fri",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.869,5076.2,999,0,"no",NA,201
31,"blue-collar","married",NA,"no","yes","no","cellular","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,999,0,"no",NA,202
39,"technician","single","university.degree","no","yes","no","cellular","may",NA,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.259,5099.1,999,0,"no",NA,203
43,"management","married",NA,"no","yes","yes","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,999,0,"no",NA,204
54,"housemaid","married","basic.4y","unknown","yes","no","cellular","aug","mon",3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,999,0,"no",NA,205
46,"self-employed","married","basic.4y","no","yes","yes","cellular","nov","tue",1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,999,2,"no",NA,206
36,"services","married","basic.9y","unknown","yes","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,207
28,"blue-collar","divorced","basic.4y","no","no","no","telephone","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.959,5228.1,999,0,"no",NA,208
46,"admin.","divorced",NA,"unknown","yes","no","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,999,0,"no",NA,209
34,"technician","married","university.degree","no","yes","yes","cellular","aug","fri",5,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,999,0,"no",NA,210
49,"blue-collar","married","basic.9y","no","no","no","cellular","nov","fri",5,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,999,0,"no",NA,211
41,"services","married","basic.9y","no","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,999,0,"no",NA,212
31,"admin.","single",NA,"no","no","no","cellular","nov","mon",2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,999,0,"no",NA,213
NA,"management","married","university.degree","no","yes","no","telephone","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,999,0,"no",NA,214
35,"technician","single","professional.course","no","yes","no","cellular","aug","thu",2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,999,0,"no",NA,215
59,"admin.","married","university.degree","unknown","yes","no","cellular","jun",NA,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.268,5076.2,999,0,"yes",-44,216
29,"technician","married","university.degree","no","no","yes","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,999,0,"no",NA,217
28,"student","single","high.school","no","no","no","cellular","may","wed",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,999,0,"no",NA,218
39,"unemployed","married","professional.course","unknown","no","no","telephone","jun","tue",4,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,999,0,"no",NA,219
38,"technician","married","university.degree","no","yes","no","cellular","aug",NA,3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,999,0,"no",NA,220
NA,"management","divorced","high.school","no","no","yes","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,999,0,"no",NA,221
NA,"housemaid","married","high.school","no","no","no","cellular","oct","tue",1,999,2,"failure",-3.4,92.431,-26.9,0.728,5017.5,999,2,"yes",153,222
56,"blue-collar","married","basic.4y","no","no","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,999,0,"no",NA,223
NA,"self-employed","married","university.degree","no","no","yes","telephone","may","thu",6,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,999,0,"no",NA,224
45,"housemaid","divorced","university.degree","no","no","no","telephone","may","tue",6,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,999,0,"no",NA,225
NA,"admin.","married",NA,"no","no","no","cellular","aug","thu",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,999,0,"no",NA,226
36,"blue-collar","married",NA,"unknown","yes","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,999,0,"no",NA,227
53,"blue-collar","married","basic.4y","no","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,999,0,"no",NA,228
NA,"blue-collar","single",NA,"no","yes","yes","telephone","jun","wed",3,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,999,0,"no",NA,229
NA,"self-employed","single","university.degree","no","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,999,0,"no",NA,230
NA,"technician","single",NA,"no","no","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,999,0,"no",NA,231
NA,"blue-collar","married","basic.9y","no","yes","no","telephone","jun","tue",3,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,999,0,"no",NA,232
NA,"admin.","married","high.school","no","no","yes","cellular","apr","wed",1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,999,2,"yes",442,233
47,"technician","married",NA,"no","yes","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,234
29,"admin.","single","university.degree","unknown","yes","no","cellular","may","fri",10,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,999,0,"no",NA,235
33,"blue-collar","married","basic.4y","no","yes","no","telephone","jul","wed",4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,999,0,"no",NA,236
NA,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,999,0,"no",NA,237
49,"services","married","basic.9y","no","yes","no","cellular","aug","thu",2,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,999,0,"no",NA,238
45,"management","married",NA,"no","yes","no","telephone","jun","tue",7,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,999,0,"no",NA,239
NA,"retired","married","basic.4y","unknown","unknown","unknown","cellular","jul","thu",4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,240
NA,"admin.","single","high.school","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,999,0,"no",NA,241
57,"admin.","divorced","basic.9y","no","yes","yes","cellular","jul","mon",4,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,999,0,"no",NA,242
42,"technician","married","professional.course","no","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"yes",201,243
NA,"admin.","divorced","high.school","no","no","yes","cellular","jul","tue",4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,999,0,"no",NA,244
56,"blue-collar","married",NA,"unknown","no","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,245
31,"blue-collar","married",NA,"no","no","no","telephone","jun",NA,2,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,999,0,"no",NA,246
NA,"blue-collar","married","basic.9y","unknown","yes","yes","cellular","apr","wed",1,999,1,"failure",-1.8,93.075,-47.1,1.445,5099.1,999,1,"no",NA,247
37,"admin.","married","university.degree","no","yes","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,999,0,"no",NA,248
45,"blue-collar","single","high.school","unknown","no","no","cellular","may","mon",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,999,0,"no",NA,249
41,"admin.","married","university.degree","no","yes","yes","telephone","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,999,0,"no",NA,250
31,"services","single","high.school","no","yes","no","cellular","may",NA,1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,999,1,"no",NA,251
NA,"admin.","married",NA,"no","no","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,999,0,"no",NA,252
53,"retired","divorced","professional.course","no","unknown","unknown","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,999,0,"no",NA,253
27,"admin.","single","university.degree","no","yes","no","cellular","aug","wed",2,999,0,"nonexistent",-2.9,92.201,-31.4,0.879,5076.2,999,0,"no",NA,254
51,"technician","married","professional.course","no","yes","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,999,0,"no",NA,255
33,"technician","single","high.school","no","yes","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"yes",192,256
52,"retired","divorced","basic.4y","no","yes","yes","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,999,0,"no",NA,257
NA,"blue-collar","married","basic.9y","unknown","no","yes","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,999,0,"no",NA,258
36,"blue-collar","married","basic.9y","no","yes","no","cellular","nov","thu",4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,999,0,"no",NA,259
56,"management","married","basic.4y","unknown","yes","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,999,0,"no",NA,260
NA,"blue-collar","single",NA,"no","yes","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,999,0,"no",NA,261
NA,"unemployed","married","high.school","unknown","yes","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,262
33,"unemployed","single",NA,"no","no","no","cellular","aug","thu",2,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,999,0,"no",NA,263
NA,"admin.","married","unknown","no","yes","no","cellular","aug","thu",2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,999,0,"no",NA,264
NA,"services","single","high.school","unknown","no","no","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,999,0,"no",NA,265
40,"admin.","single","high.school","no","no","no","cellular","may","tue",6,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,999,0,"no",NA,266
31,"housemaid","married","basic.4y","no","no","yes","cellular","aug","tue",6,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,999,0,"no",NA,267
32,"blue-collar","married",NA,"no","no","no","telephone","jun","wed",2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,999,0,"no",NA,268
53,"retired","married",NA,"no","no","no","telephone","may","thu",23,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,999,0,"no",NA,269
NA,"unknown","single","unknown","no","yes","yes","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.259,5099.1,999,0,"no",NA,270
44,"blue-collar","married",NA,"no","yes","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,999,0,"no",NA,271
38,"blue-collar","divorced","basic.9y","no","no","yes","telephone","may","fri",4,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,999,0,"no",NA,272
43,"entrepreneur","married","basic.4y","no","yes","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,999,0,"no",NA,273
46,"blue-collar","married",NA,"unknown","yes","no","cellular","aug","tue",3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,999,0,"no",NA,274
44,"services","single","high.school","no","no","no","cellular","may",NA,1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,999,2,"no",NA,275
32,"admin.","married","university.degree","no","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,999,0,"no",NA,276
36,"entrepreneur","married",NA,"no","yes","no","telephone","may","mon",4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,277
NA,"management","married","university.degree","no","yes","no","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,999,0,"no",NA,278
41,"self-employed","married",NA,"no","no","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,279
40,"blue-collar","single","basic.9y","no","yes","yes","cellular","may","wed",7,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,999,0,"no",NA,280
42,"unemployed","married","high.school","no","yes","no","cellular","nov","tue",2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,999,0,"no",NA,281
33,"services","married",NA,"no","no","no","cellular","jul","wed",7,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,999,0,"yes",124,282
53,"admin.","married","university.degree","unknown","yes","no","cellular","aug","mon",3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,999,0,"no",NA,283
35,"admin.","single","university.degree","no","yes","no","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,999,0,"no",NA,284
39,"admin.","married",NA,"unknown","yes","no","cellular","apr","fri",1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,999,3,"no",NA,285
23,"entrepreneur","married","professional.course","no","yes","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,286
NA,"entrepreneur","married",NA,"no","yes","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,999,0,"no",NA,287
57,"housemaid","divorced","basic.4y","no","yes","yes","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,288
38,"technician","married","professional.course","no","yes","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,999,0,"no",NA,289
34,"admin.","married",NA,"no","no","no","cellular","nov","wed",1,3,3,"success",-1.1,94.767,-50.8,1.048,4963.6,0.1,6,"no",NA,290
28,"blue-collar","married","basic.9y","no","no","yes","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,999,0,"no",NA,291
28,"services","single","high.school","no","yes","yes","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,292
NA,"admin.","single",NA,"no","no","no","cellular","sep","thu",1,12,1,"success",-1.1,94.199,-37.5,0.879,4963.6,0.4,2,"yes",201,293
38,"services","single","high.school","no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,999,0,"no",NA,294
40,"technician","married","university.degree","unknown","no","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,999,0,"no",NA,295
36,"entrepreneur","married","basic.9y","no","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,999,0,"no",NA,296
32,"technician","married",NA,"no","yes","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,999,0,"no",NA,297
38,"housemaid","married","basic.6y","unknown","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,298
33,"admin.","divorced","university.degree","no","yes","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,999,0,"no",NA,299
NA,"blue-collar","divorced","basic.9y","no","yes","no","telephone","may",NA,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,999,0,"no",NA,300
NA,"technician","married","high.school","no","yes","no","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,999,0,"no",NA,301
NA,"blue-collar","married","unknown","unknown","no","yes","cellular","may",NA,3,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,999,2,"no",NA,302
37,"services","married","high.school","no","yes","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,999,0,"no",NA,303
61,"admin.","married",NA,"no","no","no","cellular","may","thu",3,9,2,"success",-1.8,93.876,-40,0.699,5008.7,0.3,0,"yes",203,304
NA,"management","married","basic.6y","unknown","no","no","telephone","jun",NA,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,999,0,"no",NA,305
31,"services","single","high.school","no","no","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,999,0,"no",NA,306
31,"admin.","married","university.degree","no","no","no","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,999,0,"no",NA,307
